UTC,Local,Temperature,Counts,Frequency,MSAS
2020-08-23T10:00:16.076,2020-08-23T17:00:16.076,40.9,0,3130,11.08
2020-08-23T10:00:46.083,2020-08-23T17:00:46.083,40.9,0,3143,11.07
2020-08-23T10:01:16.083,2020-08-23T17:01:16.083,40.9,0,3139,11.07
2020-08-23T10:01:46.073,2020-08-23T17:01:46.073,40.6,0,3141,11.07
2020-08-23T10:02:16.078,2020-08-23T17:02:16.078,40.6,0,3149,11.07
2020-08-23T10:02:46.079,2020-08-23T17:02:46.079,40.6,0,3166,11.07
2020-08-23T10:03:16.080,2020-08-23T17:03:16.080,40.6,0,3191,11.05
2020-08-23T10:03:46.073,2020-08-23T17:03:46.073,40.2,0,3209,11.05
2020-08-23T10:04:16.075,2020-08-23T17:04:16.075,40.2,0,3218,11.05
2020-08-23T10:04:46.077,2020-08-23T17:04:46.077,39.9,0,3222,11.05
2020-08-23T10:05:16.078,2020-08-23T17:05:16.078,39.9,0,3235,11.04
2020-08-23T10:05:46.079,2020-08-23T17:05:46.079,39.6,0,3245,11.04
2020-08-23T10:06:16.078,2020-08-23T17:06:16.078,39.6,0,3256,11.03
2020-08-23T10:06:46.076,2020-08-23T17:06:46.076,39.3,0,3261,11.03
2020-08-23T10:07:16.073,2020-08-23T17:07:16.073,39.3,0,3264,11.03
2020-08-23T10:07:46.078,2020-08-23T17:07:46.078,39.0,0,3281,11.02
2020-08-23T10:08:16.079,2020-08-23T17:08:16.079,39.0,0,3284,11.02
2020-08-23T10:08:46.081,2020-08-23T17:08:46.081,39.0,0,3280,11.02
2020-08-23T10:09:16.092,2020-08-23T17:09:16.092,38.6,0,3278,11.03
2020-08-23T10:09:46.080,2020-08-23T17:09:46.080,38.6,0,3250,11.03
2020-08-23T10:10:16.078,2020-08-23T17:10:16.078,38.6,0,3222,11.05
2020-08-23T10:10:46.075,2020-08-23T17:10:46.075,38.3,0,3212,11.05
2020-08-23T10:11:16.091,2020-08-23T17:11:16.091,38.3,0,3227,11.05
2020-08-23T10:11:46.077,2020-08-23T17:11:46.077,38.3,0,3251,11.03
2020-08-23T10:12:16.079,2020-08-23T17:12:16.079,38.0,0,3280,11.02
2020-08-23T10:12:46.077,2020-08-23T17:12:46.077,38.0,0,3370,11.00
2020-08-23T10:13:16.075,2020-08-23T17:13:16.075,38.0,0,3440,10.97
2020-08-23T10:13:46.076,2020-08-23T17:13:46.076,38.0,0,3524,10.95
2020-08-23T10:14:16.083,2020-08-23T17:14:16.083,37.7,0,3605,10.92
2020-08-23T10:14:46.074,2020-08-23T17:14:46.074,37.7,0,3668,10.90
2020-08-23T10:15:16.085,2020-08-23T17:15:16.085,37.7,0,3710,10.89
2020-08-23T10:15:46.080,2020-08-23T17:15:46.080,37.7,0,3713,10.89
2020-08-23T10:16:16.081,2020-08-23T17:16:16.081,37.7,0,3667,10.90
2020-08-23T10:16:46.078,2020-08-23T17:16:46.078,37.3,0,3623,10.92
2020-08-23T10:17:16.073,2020-08-23T17:17:16.073,37.3,0,3609,10.92
2020-08-23T10:17:46.075,2020-08-23T17:17:46.075,37.3,0,3427,10.98
2020-08-23T10:18:16.107,2020-08-23T17:18:16.107,37.3,0,3262,11.03
2020-08-23T10:18:46.075,2020-08-23T17:18:46.075,37.0,0,3204,11.05
2020-08-23T10:19:16.091,2020-08-23T17:19:16.091,37.0,0,3186,11.05
2020-08-23T10:19:46.074,2020-08-23T17:19:46.074,37.0,0,3139,11.07
2020-08-23T10:20:16.081,2020-08-23T17:20:16.081,37.0,0,3096,11.09
2020-08-23T10:20:46.077,2020-08-23T17:20:46.077,37.0,0,3119,11.08
2020-08-23T10:21:16.076,2020-08-23T17:21:16.076,37.0,0,3197,11.05
2020-08-23T10:21:46.076,2020-08-23T17:21:46.076,37.0,0,3304,11.02
2020-08-23T10:22:16.079,2020-08-23T17:22:16.079,37.0,0,3423,10.98
2020-08-23T10:22:46.077,2020-08-23T17:22:46.077,37.0,0,3531,10.95
2020-08-23T10:23:16.078,2020-08-23T17:23:16.078,36.7,0,3605,10.92
2020-08-23T10:23:46.074,2020-08-23T17:23:46.074,36.7,0,3639,10.91
2020-08-23T10:24:16.089,2020-08-23T17:24:16.089,36.7,0,3669,10.90
2020-08-23T10:24:46.076,2020-08-23T17:24:46.076,36.7,0,3690,10.90
2020-08-23T10:25:16.073,2020-08-23T17:25:16.073,36.7,0,3688,10.90
2020-08-23T10:25:46.083,2020-08-23T17:25:46.083,36.7,0,3664,10.90
2020-08-23T10:26:16.083,2020-08-23T17:26:16.083,36.7,0,3635,10.91
2020-08-23T10:26:46.076,2020-08-23T17:26:46.076,36.4,0,3591,10.92
2020-08-23T10:27:16.076,2020-08-23T17:27:16.076,36.4,0,3534,10.95
2020-08-23T10:27:46.079,2020-08-23T17:27:46.079,36.4,0,3458,10.97
2020-08-23T10:28:16.080,2020-08-23T17:28:16.080,36.4,0,3362,11.00
2020-08-23T10:28:46.083,2020-08-23T17:28:46.083,36.4,0,3267,11.03
2020-08-23T10:29:16.083,2020-08-23T17:29:16.083,36.4,0,3142,11.07
2020-08-23T10:29:46.083,2020-08-23T17:29:46.083,36.0,0,3017,11.12
2020-08-23T10:30:16.079,2020-08-23T17:30:16.079,36.0,0,2904,11.16
2020-08-23T10:30:46.090,2020-08-23T17:30:46.090,36.0,0,2796,11.20
2020-08-23T10:31:16.077,2020-08-23T17:31:16.077,36.0,0,2670,11.25
2020-08-23T10:31:46.082,2020-08-23T17:31:46.082,36.0,0,2522,11.32
2020-08-23T10:32:16.080,2020-08-23T17:32:16.080,35.7,0,2350,11.39
2020-08-23T10:32:46.076,2020-08-23T17:32:46.076,36.0,0,2186,11.47
2020-08-23T10:33:16.077,2020-08-23T17:33:16.077,35.7,0,2056,11.53
2020-08-23T10:33:46.078,2020-08-23T17:33:46.078,35.7,0,1962,11.58
2020-08-23T10:34:16.076,2020-08-23T17:34:16.076,35.7,0,1900,11.62
2020-08-23T10:34:46.089,2020-08-23T17:34:46.089,35.7,0,1858,11.64
2020-08-23T10:35:16.082,2020-08-23T17:35:16.082,35.7,0,1834,11.65
2020-08-23T10:35:46.078,2020-08-23T17:35:46.078,35.7,0,1816,11.67
2020-08-23T10:36:16.079,2020-08-23T17:36:16.079,35.7,0,1795,11.68
2020-08-23T10:36:46.077,2020-08-23T17:36:46.077,35.7,0,1765,11.70
2020-08-23T10:37:16.079,2020-08-23T17:37:16.079,35.7,0,1727,11.72
2020-08-23T10:37:46.092,2020-08-23T17:37:46.092,35.7,0,1676,11.76
2020-08-23T10:38:16.077,2020-08-23T17:38:16.077,35.4,0,1627,11.79
2020-08-23T10:38:46.077,2020-08-23T17:38:46.077,35.7,0,1573,11.82
2020-08-23T10:39:16.080,2020-08-23T17:39:16.080,35.4,0,1509,11.87
2020-08-23T10:39:46.077,2020-08-23T17:39:46.077,35.7,0,1435,11.92
2020-08-23T10:40:16.080,2020-08-23T17:40:16.080,35.4,0,1364,11.98
2020-08-23T10:40:46.077,2020-08-23T17:40:46.077,35.4,0,1300,12.03
2020-08-23T10:41:16.076,2020-08-23T17:41:16.076,35.4,0,1250,12.07
2020-08-23T10:41:46.079,2020-08-23T17:41:46.079,35.4,0,1207,12.12
2020-08-23T10:42:16.081,2020-08-23T17:42:16.081,35.4,0,1173,12.14
2020-08-23T10:42:46.076,2020-08-23T17:42:46.076,35.4,0,1142,12.18
2020-08-23T10:43:16.081,2020-08-23T17:43:16.081,35.4,0,1114,12.20
2020-08-23T10:43:46.083,2020-08-23T17:43:46.083,35.4,0,1083,12.23
2020-08-23T10:44:16.081,2020-08-23T17:44:16.081,35.4,0,1056,12.25
2020-08-23T10:44:46.076,2020-08-23T17:44:46.076,35.4,0,1029,12.29
2020-08-23T10:45:16.084,2020-08-23T17:45:16.084,35.4,0,1003,12.31
2020-08-23T10:45:46.076,2020-08-23T17:45:46.076,35.4,0,979,12.34
2020-08-23T10:46:16.078,2020-08-23T17:46:16.078,35.4,0,955,12.37
2020-08-23T10:46:46.075,2020-08-23T17:46:46.075,35.4,0,931,12.39
2020-08-23T10:47:16.080,2020-08-23T17:47:16.080,35.4,0,910,12.42
2020-08-23T10:47:46.080,2020-08-23T17:47:46.080,35.4,0,889,12.44
2020-08-23T10:48:16.083,2020-08-23T17:48:16.083,35.4,0,867,12.47
2020-08-23T10:48:46.108,2020-08-23T17:48:46.108,35.4,0,847,12.50
2020-08-23T10:49:16.077,2020-08-23T17:49:16.077,35.4,0,828,12.52
2020-08-23T10:49:46.077,2020-08-23T17:49:46.077,35.4,0,809,12.54
2020-08-23T10:50:16.076,2020-08-23T17:50:16.076,35.4,0,790,12.57
2020-08-23T10:50:46.075,2020-08-23T17:50:46.075,35.4,0,771,12.60
2020-08-23T10:51:16.091,2020-08-23T17:51:16.091,35.4,0,749,12.63
2020-08-23T10:51:46.075,2020-08-23T17:51:46.075,35.4,0,725,12.66
2020-08-23T10:52:16.077,2020-08-23T17:52:16.077,35.4,0,698,12.71
2020-08-23T10:52:46.074,2020-08-23T17:52:46.074,35.4,0,671,12.75
2020-08-23T10:53:16.081,2020-08-23T17:53:16.081,35.4,0,645,12.79
2020-08-23T10:53:46.075,2020-08-23T17:53:46.075,35.4,0,619,12.84
2020-08-23T10:54:16.081,2020-08-23T17:54:16.081,35.4,0,592,12.88
2020-08-23T10:54:46.080,2020-08-23T17:54:46.080,35.4,0,562,12.94
2020-08-23T10:55:16.082,2020-08-23T17:55:16.082,35.4,0,529,13.01
2020-08-23T10:55:46.080,2020-08-23T17:55:46.080,35.4,0,494,13.08
2020-08-23T10:56:16.083,2020-08-23T17:56:16.083,35.4,0,456,13.16
2020-08-23T10:56:46.079,2020-08-23T17:56:46.079,35.4,0,420,13.26
2020-08-23T10:57:16.082,2020-08-23T17:57:16.082,35.4,0,386,13.35
2020-08-23T10:57:46.077,2020-08-23T17:57:46.077,35.4,0,355,13.44
2020-08-23T10:58:16.076,2020-08-23T17:58:16.076,35.4,0,328,13.52
2020-08-23T10:58:46.077,2020-08-23T17:58:46.077,35.4,0,302,13.61
2020-08-23T10:59:16.081,2020-08-23T17:59:16.081,35.4,0,276,13.71
2020-08-23T10:59:46.081,2020-08-23T17:59:46.081,35.4,0,249,13.82
2020-08-23T11:00:16.082,2020-08-23T18:00:16.082,35.4,0,224,13.93
2020-08-23T11:00:46.079,2020-08-23T18:00:46.079,35.4,0,204,14.04
2020-08-23T11:01:16.080,2020-08-23T18:01:16.080,35.4,0,189,14.12
2020-08-23T11:01:46.079,2020-08-23T18:01:46.079,35.4,0,177,14.19
2020-08-23T11:02:16.081,2020-08-23T18:02:16.081,35.4,0,168,14.25
2020-08-23T11:02:46.083,2020-08-23T18:02:46.083,35.4,0,161,14.30
2020-08-23T11:03:16.086,2020-08-23T18:03:16.086,35.1,0,156,14.33
2020-08-23T11:03:46.080,2020-08-23T18:03:46.080,35.1,0,150,14.37
2020-08-23T11:04:16.093,2020-08-23T18:04:16.093,35.1,0,146,14.40
2020-08-23T11:04:46.079,2020-08-23T18:04:46.079,35.1,0,142,14.43
2020-08-23T11:05:16.074,2020-08-23T18:05:16.074,35.1,0,140,14.45
2020-08-23T11:05:46.074,2020-08-23T18:05:46.074,35.1,0,138,14.46
2020-08-23T11:06:16.076,2020-08-23T18:06:16.076,35.1,0,137,14.47
2020-08-23T11:06:46.074,2020-08-23T18:06:46.074,35.1,0,136,14.48
2020-08-23T11:07:16.076,2020-08-23T18:07:16.076,35.1,0,136,14.48
2020-08-23T11:07:46.075,2020-08-23T18:07:46.075,35.1,0,137,14.47
2020-08-23T11:08:16.075,2020-08-23T18:08:16.075,35.1,0,138,14.46
2020-08-23T11:08:46.078,2020-08-23T18:08:46.078,35.1,0,137,14.47
2020-08-23T11:09:16.106,2020-08-23T18:09:16.106,35.1,0,135,14.49
2020-08-23T11:09:46.081,2020-08-23T18:09:46.081,35.1,0,130,14.53
2020-08-23T11:10:16.077,2020-08-23T18:10:16.077,35.1,3947,124,14.64
2020-08-23T11:10:46.077,2020-08-23T18:10:46.077,35.1,3691,119,14.57
2020-08-23T11:11:16.084,2020-08-23T18:11:16.084,35.1,4120,118,14.68
2020-08-23T11:11:46.085,2020-08-23T18:11:46.085,35.1,4067,119,14.67
2020-08-23T11:12:16.082,2020-08-23T18:12:16.082,35.1,3654,121,14.56
2020-08-23T11:12:46.075,2020-08-23T18:12:46.075,34.8,3666,123,14.56
2020-08-23T11:13:16.080,2020-08-23T18:13:16.080,34.8,3611,124,14.54
2020-08-23T11:13:46.081,2020-08-23T18:13:46.081,34.8,3716,124,14.58
2020-08-23T11:14:16.082,2020-08-23T18:14:16.082,34.8,3718,120,14.58
2020-08-23T11:14:46.079,2020-08-23T18:14:46.079,34.8,3915,113,14.63
2020-08-23T11:15:16.078,2020-08-23T18:15:16.078,34.8,4456,106,14.77
2020-08-23T11:15:46.081,2020-08-23T18:15:46.081,34.8,4593,101,14.80
2020-08-23T11:16:16.080,2020-08-23T18:16:16.080,34.8,4681,96,14.82
2020-08-23T11:16:46.079,2020-08-23T18:16:46.079,34.8,4712,96,14.83
2020-08-23T11:17:16.084,2020-08-23T18:17:16.084,34.8,4584,101,14.80
2020-08-23T11:17:46.087,2020-08-23T18:17:46.087,34.8,3977,108,14.65
2020-08-23T11:18:16.080,2020-08-23T18:18:16.080,35.1,3616,124,14.55
2020-08-23T11:18:46.076,2020-08-23T18:18:46.076,35.1,0,144,14.42
2020-08-23T11:19:16.078,2020-08-23T18:19:16.078,35.1,0,158,14.32
2020-08-23T11:19:46.076,2020-08-23T18:19:46.076,35.1,0,149,14.38
2020-08-23T11:20:16.080,2020-08-23T18:20:16.080,35.1,4143,119,14.69
2020-08-23T11:20:46.078,2020-08-23T18:20:46.078,34.8,5071,87,14.91
2020-08-23T11:21:16.083,2020-08-23T18:21:16.083,35.1,7152,62,15.29
2020-08-23T11:21:46.086,2020-08-23T18:21:46.086,35.1,8979,53,15.53
2020-08-23T11:22:16.082,2020-08-23T18:22:16.082,35.1,10172,47,15.66
2020-08-23T11:22:46.081,2020-08-23T18:22:46.081,35.1,12553,38,15.90
2020-08-23T11:23:16.080,2020-08-23T18:23:16.080,35.1,15116,30,16.10
2020-08-23T11:23:46.087,2020-08-23T18:23:46.087,35.1,21849,21,16.49
2020-08-23T11:24:16.082,2020-08-23T18:24:16.082,35.1,29797,15,16.84
2020-08-23T11:24:46.086,2020-08-23T18:24:46.086,35.1,35407,14,17.02
2020-08-23T11:25:16.078,2020-08-23T18:25:16.078,35.1,40242,11,17.16
2020-08-23T11:25:46.084,2020-08-23T18:25:46.084,35.1,48228,10,17.36
2020-08-23T11:26:16.080,2020-08-23T18:26:16.080,35.4,56339,8,17.53
2020-08-23T11:26:46.081,2020-08-23T18:26:46.081,35.4,67624,7,17.73
2020-08-23T11:27:16.088,2020-08-23T18:27:16.088,35.4,78059,5,17.88
2020-08-23T11:27:46.078,2020-08-23T18:27:46.078,35.4,90753,5,18.05
2020-08-23T11:28:16.086,2020-08-23T18:28:16.086,35.4,109088,4,18.24
2020-08-23T11:28:46.086,2020-08-23T18:28:46.086,35.4,126338,4,18.40
2020-08-23T11:29:16.080,2020-08-23T18:29:16.080,35.4,149218,3,18.58
2020-08-23T11:29:46.081,2020-08-23T18:29:46.081,35.4,175876,3,18.76
2020-08-23T11:30:16.082,2020-08-23T18:30:16.082,35.4,208003,2,18.95
2020-08-23T11:30:46.084,2020-08-23T18:30:46.084,35.4,245739,2,19.12
2020-08-23T11:31:16.085,2020-08-23T18:31:16.085,35.4,294160,2,19.32
2020-08-23T11:31:46.085,2020-08-23T18:31:46.085,35.4,350561,1,19.52
2020-08-23T11:32:16.076,2020-08-23T18:32:16.076,35.4,418476,1,19.71
2020-08-23T11:32:46.082,2020-08-23T18:32:46.082,35.4,495529,0,19.89
2020-08-23T11:33:16.084,2020-08-23T18:33:16.084,35.4,589723,0,20.08
2020-08-23T11:33:46.085,2020-08-23T18:33:46.085,35.4,685748,1,20.25
2020-08-23T11:34:16.080,2020-08-23T18:34:16.080,35.4,802580,1,20.42
2020-08-23T11:34:46.078,2020-08-23T18:34:46.078,35.4,939902,0,20.60
2020-08-23T11:35:16.084,2020-08-23T18:35:16.084,35.4,1091169,0,20.76
2020-08-23T11:35:46.080,2020-08-23T18:35:46.080,35.4,1223340,1,20.88
